InstanceID,FromNode,ToNode,Distance,Demand,Capacity
10_1,5,7,57.0,132.0,1000.0
10_1,5,8,67.0,132.0,1000.0
10_1,5,9,77.0,132.0,1000.0
10_1,5,10,86.0,132.0,1000.0
10_1,6,0,97.0,121.0,1000.0
10_1,6,1,96.0,121.0,1000.0
10_1,6,2,92.0,121.0,1000.0
10_1,6,3,89.0,121.0,1000.0
10_1,6,4,77.0,121.0,1000.0
10_1,6,5,66.0,121.0,1000.0
10_1,6,7,96.0,121.0,1000.0
10_1,6,8,63.0,121.0,1000.0
10_1,6,9,50.0,121.0,1000.0
10_1,6,10,59.0,121.0,1000.0
10_1,7,0,76.0,194.0,1000.0
10_1,7,1,99.0,194.0,1000.0
10_1,7,2,69.0,194.0,1000.0
10_1,7,3,62.0,194.0,1000.0
10_1,7,4,90.0,194.0,1000.0
10_1,7,5,53.0,194.0,1000.0
10_1,7,6,55.0,194.0,1000.0
10_1,7,8,94.0,194.0,1000.0
10_1,7,9,68.0,194.0,1000.0
10_1,7,10,99.0,194.0,1000.0
10_1,8,0,93.0,124.0,1000.0
10_1,8,1,99.0,124.0,1000.0
10_1,8,2,76.0,124.0,1000.0
10_1,8,3,54.0,124.0,1000.0
10_1,8,4,95.0,124.0,1000.0
10_1,8,5,59.0,124.0,1000.0
10_1,8,6,71.0,124.0,1000.0
10_1,8,7,83.0,124.0,1000.0
10_1,8,9,54.0,124.0,1000.0
10_1,8,10,55.0,124.0,1000.0
10_1,9,0,79.0,188.0,1000.0
10_1,9,1,86.0,188.0,1000.0
10_1,9,2,91.0,188.0,1000.0
10_1,9,3,73.0,188.0,1000.0
10_1,9,4,92.0,188.0,1000.0
10_1,9,5,84.0,188.0,1000.0
10_1,9,6,53.0,188.0,1000.0
10_1,9,7,80.0,188.0,1000.0
10_1,9,8,50.0,188.0,1000.0
10_1,9,10,60.0,188.0,1000.0
10_1,10,0,73.0,59.0,1000.0
10_1,10,1,66.0,59.0,1000.0
10_1,10,2,85.0,59.0,1000.0
10_1,10,3,96.0,59.0,1000.0
10_1,10,4,75.0,59.0,1000.0
10_1,10,5,82.0,59.0,1000.0
10_1,10,6,72.0,59.0,1000.0
10_1,10,7,91.0,59.0,1000.0
10_1,10,8,60.0,59.0,1000.0
10_1,10,9,50.0,59.0,1000.0
10_2,0,1,99.0,0.0,1000.0
10_2,0,2,63.0,0.0,1000.0
10_2,0,3,93.0,0.0,1000.0
10_2,0,4,73.0,0.0,1000.0
10_2,0,5,62.0,0.0,1000.0
10_2,0,6,66.0,0.0,1000.0
10_2,0,7,80.0,0.0,1000.0
10_2,0,8,57.0,0.0,1000.0
10_2,0,9,87.0,0.0,1000.0
10_2,0,10,86.0,0.0,1000.0
10_2,1,0,85.0,109.0,1000.0
10_2,1,2,67.0,109.0,1000.0
10_2,1,3,62.0,109.0,1000.0
10_2,1,4,76.0,109.0,1000.0
10_2,1,5,86.0,109.0,1000.0
10_2,1,6,78.0,109.0,1000.0
10_2,1,7,85.0,109.0,1000.0
10_2,1,8,62.0,109.0,1000.0
10_2,1,9,89.0,109.0,1000.0
10_2,1,10,80.0,109.0,1000.0
10_2,2,0,52.0,171.0,1000.0
10_2,2,1,87.0,171.0,1000.0
10_2,2,3,97.0,171.0,1000.0
10_2,2,4,61.0,171.0,1000.0
10_2,2,5,56.0,171.0,1000.0
10_2,2,6,54.0,171.0,1000.0
10_2,2,7,81.0,171.0,1000.0
10_2,2,8,97.0,171.0,1000.0
10_2,2,9,57.0,171.0,1000.0
10_2,2,10,55.0,171.0,1000.0
10_2,3,0,96.0,151.0,1000.0
10_2,3,1,87.0,151.0,1000.0
10_2,3,2,73.0,151.0,1000.0
10_2,3,4,57.0,151.0,1000.0
10_2,3,5,64.0,151.0,1000.0
10_2,3,6,72.0,151.0,1000.0
10_2,3,7,87.0,151.0,1000.0
10_2,3,8,72.0,151.0,1000.0
10_2,3,9,80.0,151.0,1000.0
10_2,3,10,72.0,151.0,1000.0
10_2,4,0,70.0,122.0,1000.0
10_2,4,1,57.0,122.0,1000.0
10_2,4,2,97.0,122.0,1000.0
10_2,4,3,51.0,122.0,1000.0
10_2,4,5,58.0,122.0,1000.0
10_2,4,6,58.0,122.0,1000.0
10_2,4,7,94.0,122.0,1000.0
10_2,4,8,94.0,122.0,1000.0
10_2,4,9,88.0,122.0,1000.0
10_2,4,10,77.0,122.0,1000.0
10_2,5,0,82.0,140.0,1000.0
10_2,5,1,52.0,140.0,1000.0
10_2,5,2,81.0,140.0,1000.0
10_2,5,3,72.0,140.0,1000.0
10_2,5,4,84.0,140.0,1000.0
10_2,5,6,72.0,140.0,1000.0
10_2,5,7,86.0,140.0,1000.0
10_2,5,8,95.0,140.0,1000.0
10_2,5,9,51.0,140.0,1000.0
10_2,5,10,91.0,140.0,1000.0
10_2,6,0,70.0,106.0,1000.0
10_2,6,1,81.0,106.0,1000.0
10_2,6,2,96.0,106.0,1000.0
10_2,6,3,75.0,106.0,1000.0
10_2,6,4,56.0,106.0,1000.0
10_2,6,5,95.0,106.0,1000.0
10_2,6,7,74.0,106.0,1000.0
10_2,6,8,57.0,106.0,1000.0
10_2,6,9,77.0,106.0,1000.0
10_2,6,10,60.0,106.0,1000.0
10_2,7,0,52.0,159.0,1000.0
10_2,7,1,72.0,159.0,1000.0
10_2,7,2,81.0,159.0,1000.0
10_2,7,3,97.0,159.0,1000.0
10_2,7,4,59.0,159.0,1000.0
10_2,7,5,90.0,159.0,1000.0
10_2,7,6,73.0,159.0,1000.0
10_2,7,8,71.0,159.0,1000.0
10_2,7,9,56.0,159.0,1000.0
10_2,7,10,56.0,159.0,1000.0
10_2,8,0,55.0,185.0,1000.0
10_2,8,1,90.0,185.0,1000.0
10_2,8,2,54.0,185.0,1000.0
10_2,8,3,80.0,185.0,1000.0
10_2,8,4,54.0,185.0,1000.0
10_2,8,5,60.0,185.0,1000.0
10_2,8,6,71.0,185.0,1000.0
10_2,8,7,74.0,185.0,1000.0
10_2,8,9,91.0,185.0,1000.0
10_2,8,10,66.0,185.0,1000.0
10_2,9,0,78.0,105.0,1000.0
10_2,9,1,60.0,105.0,1000.0
10_2,9,2,81.0,105.0,1000.0
10_2,9,3,74.0,105.0,1000.0
10_2,9,4,81.0,105.0,1000.0
10_2,9,5,61.0,105.0,1000.0
10_2,9,6,93.0,105.0,1000.0
10_2,9,7,84.0,105.0,1000.0
10_2,9,8,80.0,105.0,1000.0
10_2,9,10,95.0,105.0,1000.0
10_2,10,0,90.0,121.0,1000.0
10_2,10,1,86.0,121.0,1000.0
10_2,10,2,61.0,121.0,1000.0
10_2,10,3,63.0,121.0,1000.0
10_2,10,4,60.0,121.0,1000.0
10_2,10,5,80.0,121.0,1000.0
10_2,10,6,54.0,121.0,1000.0
10_2,10,7,83.0,121.0,1000.0
10_2,10,8,75.0,121.0,1000.0
10_2,10,9,65.0,121.0,1000.0
10_3,0,1,79.0,0.0,1000.0
10_3,0,2,90.0,0.0,1000.0
10_3,0,3,89.0,0.0,1000.0
10_3,0,4,67.0,0.0,1000.0
10_3,0,5,67.0,0.0,1000.0
10_3,0,6,55.0,0.0,1000.0
10_3,0,7,65.0,0.0,1000.0
10_3,0,8,66.0,0.0,1000.0
10_3,0,9,78.0,0.0,1000.0
10_3,0,10,87.0,0.0,1000.0
10_3,1,0,98.0,116.0,1000.0
10_3,1,2,95.0,116.0,1000.0
10_3,1,3,83.0,116.0,1000.0
10_3,1,4,63.0,116.0,1000.0
10_3,1,5,98.0,116.0,1000.0
10_3,1,6,59.0,116.0,1000.0
10_3,1,7,71.0,116.0,1000.0
10_3,1,8,88.0,116.0,1000.0
10_3,1,9,69.0,116.0,1000.0
10_3,1,10,53.0,116.0,1000.0
10_3,2,0,97.0,151.0,1000.0
10_3,2,1,68.0,151.0,1000.0
10_3,2,3,82.0,151.0,1000.0
10_3,2,4,70.0,151.0,1000.0
10_3,2,5,62.0,151.0,1000.0
10_3,2,6,77.0,151.0,1000.0
10_3,2,7,77.0,151.0,1000.0
10_3,2,8,56.0,151.0,1000.0
10_3,2,9,80.0,151.0,1000.0
10_3,2,10,98.0,151.0,1000.0
10_3,3,0,82.0,162.0,1000.0
10_3,3,1,52.0,162.0,1000.0
10_3,3,2,76.0,162.0,1000.0
10_3,3,4,65.0,162.0,1000.0
10_3,3,5,66.0,162.0,1000.0
10_3,3,6,52.0,162.0,1000.0
10_3,3,7,75.0,162.0,1000.0
10_3,3,8,63.0,162.0,1000.0
10_3,3,9,87.0,162.0,1000.0
10_3,3,10,75.0,162.0,1000.0
10_3,4,0,93.0,170.0,1000.0
10_3,4,1,82.0,170.0,1000.0
10_3,4,2,55.0,170.0,1000.0
10_3,4,3,81.0,170.0,1000.0
10_3,4,5,90.0,170.0,1000.0
10_3,4,6,94.0,170.0,1000.0
10_3,4,7,86.0,170.0,1000.0
10_3,4,8,63.0,170.0,1000.0
10_3,4,9,95.0,170.0,1000.0
10_3,4,10,60.0,170.0,1000.0
10_3,5,0,53.0,156.0,1000.0
10_3,5,1,82.0,156.0,1000.0
10_3,5,2,84.0,156.0,1000.0
10_3,5,3,56.0,156.0,1000.0
10_3,5,4,67.0,156.0,1000.0
10_3,5,6,59.0,156.0,1000.0
10_3,5,7,97.0,156.0,1000.0
10_3,5,8,67.0,156.0,1000.0
10_3,5,9,75.0,156.0,1000.0
10_3,5,10,50.0,156.0,1000.0
10_3,6,0,84.0,56.0,1000.0
10_3,6,1,83.0,56.0,1000.0
10_3,6,2,87.0,56.0,1000.0
10_3,6,3,83.0,56.0,1000.0
10_3,6,4,97.0,56.0,1000.0
10_3,6,5,64.0,56.0,1000.0
10_3,6,7,84.0,56.0,1000.0
10_3,6,8,98.0,56.0,1000.0
10_3,6,9,80.0,56.0,1000.0
10_3,6,10,86.0,56.0,1000.0
10_3,7,0,63.0,145.0,1000.0
10_3,7,1,89.0,145.0,1000.0
10_3,7,2,77.0,145.0,1000.0
10_3,7,3,55.0,145.0,1000.0
10_3,7,4,60.0,145.0,1000.0
10_3,7,5,88.0,145.0,1000.0
10_3,7,6,60.0,145.0,1000.0
10_3,7,8,58.0,145.0,1000.0
10_3,7,9,64.0,145.0,1000.0
10_3,7,10,83.0,145.0,1000.0
10_3,8,0,72.0,114.0,1000.0
10_3,8,1,79.0,114.0,1000.0
10_3,8,2,54.0,114.0,1000.0
10_3,8,3,93.0,114.0,1000.0
10_3,8,4,59.0,114.0,1000.0
10_3,8,5,65.0,114.0,1000.0
10_3,8,6,97.0,114.0,1000.0
10_3,8,7,77.0,114.0,1000.0
10_3,8,9,91.0,114.0,1000.0
10_3,8,10,70.0,114.0,1000.0
10_3,9,0,96.0,164.0,1000.0
10_3,9,1,86.0,164.0,1000.0
10_3,9,2,70.0,164.0,1000.0
10_3,9,3,83.0,164.0,1000.0
10_3,9,4,51.0,164.0,1000.0
10_3,9,5,77.0,164.0,1000.0
10_3,9,6,56.0,164.0,1000.0
10_3,9,7,86.0,164.0,1000.0
10_3,9,8,69.0,164.0,1000.0
10_3,9,10,86.0,164.0,1000.0
10_3,10,0,58.0,188.0,1000.0
10_3,10,1,73.0,188.0,1000.0
10_3,10,2,71.0,188.0,1000.0
10_3,10,3,54.0,188.0,1000.0
10_3,10,4,53.0,188.0,1000.0
10_3,10,5,85.0,188.0,1000.0
10_3,10,6,72.0,188.0,1000.0
10_3,10,7,74.0,188.0,1000.0
10_3,10,8,74.0,188.0,1000.0
10_3,10,9,64.0,188.0,1000.0
10_4,0,1,52.0,0.0,1000.0
10_4,0,2,79.0,0.0,1000.0
10_4,0,3,81.0,0.0,1000.0
10_4,0,4,77.0,0.0,1000.0
10_4,0,5,63.0,0.0,1000.0
10_4,0,6,75.0,0.0,1000.0
10_4,0,7,89.0,0.0,1000.0
10_4,0,8,53.0,0.0,1000.0
10_4,0,9,98.0,0.0,1000.0
10_4,0,10,92.0,0.0,1000.0
10_4,1,0,61.0,148.0,1000.0
10_4,1,2,67.0,148.0,1000.0
10_4,1,3,69.0,148.0,1000.0
10_4,1,4,51.0,148.0,1000.0
10_4,1,5,68.0,148.0,1000.0
10_4,1,6,89.0,148.0,1000.0
10_4,1,7,93.0,148.0,1000.0
10_4,1,8,55.0,148.0,1000.0
10_4,1,9,53.0,148.0,1000.0
10_4,1,10,98.0,148.0,1000.0
10_4,2,0,79.0,172.0,1000.0
10_4,2,1,53.0,172.0,1000.0
10_4,2,3,87.0,172.0,1000.0
10_4,2,4,67.0,172.0,1000.0
10_4,2,5,62.0,172.0,1000.0
10_4,2,6,50.0,172.0,1000.0
10_4,2,7,73.0,172.0,1000.0
10_4,2,8,87.0,172.0,1000.0
10_4,2,9,82.0,172.0,1000.0
10_4,2,10,99.0,172.0,1000.0
10_4,3,0,60.0,52.0,1000.0
10_4,3,1,97.0,52.0,1000.0
10_4,3,2,84.0,52.0,1000.0
10_4,3,4,63.0,52.0,1000.0
10_4,3,5,56.0,52.0,1000.0
10_4,3,6,86.0,52.0,1000.0
10_4,3,7,65.0,52.0,1000.0
10_4,3,8,64.0,52.0,1000.0
10_4,3,9,71.0,52.0,1000.0
10_4,3,10,67.0,52.0,1000.0
10_4,4,0,73.0,110.0,1000.0
10_4,4,1,51.0,110.0,1000.0
10_4,4,2,97.0,110.0,1000.0
10_4,4,3,93.0,110.0,1000.0
10_4,4,5,72.0,110.0,1000.0
10_4,4,6,84.0,110.0,1000.0
10_4,4,7,86.0,110.0,1000.0
10_4,4,8,79.0,110.0,1000.0
10_4,4,9,89.0,110.0,1000.0
10_4,4,10,66.0,110.0,1000.0
10_4,5,0,80.0,162.0,1000.0
10_4,5,1,52.0,162.0,1000.0
10_4,5,2,97.0,162.0,1000.0
10_4,5,3,53.0,162.0,1000.0
10_4,5,4,93.0,162.0,1000.0
10_4,5,6,83.0,162.0,1000.0
10_4,5,7,84.0,162.0,1000.0
10_4,5,8,75.0,162.0,1000.0
10_4,5,9,83.0,162.0,1000.0
10_4,5,10,88.0,162.0,1000.0
10_4,6,0,83.0,175.0,1000.0
10_4,6,1,98.0,175.0,1000.0
10_4,6,2,64.0,175.0,1000.0
10_4,6,3,82.0,175.0,1000.0
10_4,6,4,85.0,175.0,1000.0
10_4,6,5,71.0,175.0,1000.0
10_4,6,7,61.0,175.0,1000.0
10_4,6,8,64.0,175.0,1000.0
10_4,6,9,75.0,175.0,1000.0
10_4,6,10,98.0,175.0,1000.0
10_4,7,0,96.0,189.0,1000.0
10_4,7,1,52.0,189.0,1000.0
10_4,7,2,80.0,189.0,1000.0
10_4,7,3,91.0,189.0,1000.0
10_4,7,4,75.0,189.0,1000.0
10_4,7,5,58.0,189.0,1000.0
10_4,7,6,88.0,189.0,1000.0
10_4,7,8,79.0,189.0,1000.0
10_4,7,9,64.0,189.0,1000.0
10_4,7,10,79.0,189.0,1000.0
10_4,8,0,54.0,129.0,1000.0
10_4,8,1,54.0,129.0,1000.0
10_4,8,2,99.0,129.0,1000.0
10_4,8,3,56.0,129.0,1000.0
10_4,8,4,76.0,129.0,1000.0
10_4,8,5,87.0,129.0,1000.0
10_4,8,6,82.0,129.0,1000.0
10_4,8,7,52.0,129.0,1000.0
10_4,8,9,81.0,129.0,1000.0
10_4,8,10,51.0,129.0,1000.0
10_4,9,0,69.0,181.0,1000.0
10_4,9,1,70.0,181.0,1000.0
10_4,9,2,81.0,181.0,1000.0
10_4,9,3,60.0,181.0,1000.0
10_4,9,4,55.0,181.0,1000.0
10_4,9,5,55.0,181.0,1000.0
10_4,9,6,88.0,181.0,1000.0
10_4,9,7,96.0,181.0,1000.0
10_4,9,8,87.0,181.0,1000.0
10_4,9,10,67.0,181.0,1000.0
10_4,10,0,99.0,72.0,1000.0
10_4,10,1,69.0,72.0,1000.0
10_4,10,2,69.0,72.0,1000.0
10_4,10,3,60.0,72.0,1000.0
10_4,10,4,97.0,72.0,1000.0
10_4,10,5,99.0,72.0,1000.0
10_4,10,6,94.0,72.0,1000.0
10_4,10,7,93.0,72.0,1000.0
10_4,10,8,76.0,72.0,1000.0
10_4,10,9,69.0,72.0,1000.0
10_5,0,1,66.0,0.0,1000.0
10_5,0,2,93.0,0.0,1000.0
10_5,0,3,61.0,0.0,1000.0
10_5,0,4,85.0,0.0,1000.0
10_5,0,5,77.0,0.0,1000.0
10_5,0,6,97.0,0.0,1000.0
10_5,0,7,75.0,0.0,1000.0
10_5,0,8,66.0,0.0,1000.0
10_5,0,9,84.0,0.0,1000.0
10_5,0,10,98.0,0.0,1000.0
10_5,1,0,67.0,86.0,1000.0
10_5,1,2,72.0,86.0,1000.0
10_5,1,3,97.0,86.0,1000.0
10_5,1,4,64.0,86.0,1000.0
10_5,1,5,96.0,86.0,1000.0
10_5,1,6,66.0,86.0,1000.0
10_5,1,7,61.0,86.0,1000.0
10_5,1,8,72.0,86.0,1000.0
10_5,1,9,53.0,86.0,1000.0
10_5,1,10,61.0,86.0,1000.0
10_5,2,0,67.0,106.0,1000.0
10_5,2,1,98.0,106.0,1000.0
10_5,2,3,95.0,106.0,1000.0
10_5,2,4,99.0,106.0,1000.0
10_5,2,5,78.0,106.0,1000.0
10_5,2,6,83.0,106.0,1000.0
10_5,2,7,65.0,106.0,1000.0
10_5,2,8,84.0,106.0,1000.0
10_5,2,9,51.0,106.0,1000.0
10_5,2,10,90.0,106.0,1000.0
10_5,3,0,73.0,154.0,1000.0
10_5,3,1,57.0,154.0,1000.0
10_5,3,2,75.0,154.0,1000.0
10_5,3,4,97.0,154.0,1000.0
10_5,3,5,55.0,154.0,1000.0
10_5,3,6,72.0,154.0,1000.0
10_5,3,7,66.0,154.0,1000.0
10_5,3,8,72.0,154.0,1000.0
10_5,3,9,95.0,154.0,1000.0
10_5,3,10,74.0,154.0,1000.0
10_5,4,0,79.0,167.0,1000.0
10_5,4,1,61.0,167.0,1000.0
10_5,4,2,96.0,167.0,1000.0
10_5,4,3,66.0,167.0,1000.0
10_5,4,5,51.0,167.0,1000.0
10_5,4,6,84.0,167.0,1000.0
10_5,4,7,92.0,167.0,1000.0
10_5,4,8,93.0,167.0,1000.0
10_5,4,9,60.0,167.0,1000.0
10_5,4,10,50.0,167.0,1000.0
10_5,5,0,66.0,135.0,1000.0
10_5,5,1,52.0,135.0,1000.0
10_5,5,2,75.0,135.0,1000.0
10_5,5,3,73.0,135.0,1000.0
10_5,5,4,71.0,135.0,1000.0
10_5,5,6,85.0,135.0,1000.0
10_5,5,7,80.0,135.0,1000.0
10_5,5,8,87.0,135.0,1000.0
10_5,5,9,86.0,135.0,1000.0
10_5,5,10,94.0,135.0,1000.0
10_5,6,0,58.0,69.0,1000.0
10_5,6,1,62.0,69.0,1000.0
10_5,6,2,61.0,69.0,1000.0
10_5,6,3,59.0,69.0,1000.0
10_5,6,4,74.0,69.0,1000.0
10_5,6,5,60.0,69.0,1000.0
10_5,6,7,56.0,69.0,1000.0
10_5,6,8,65.0,69.0,1000.0
10_5,6,9,74.0,69.0,1000.0
10_5,6,10,92.0,69.0,1000.0
10_5,7,0,74.0,136.0,1000.0
10_5,7,1,81.0,136.0,1000.0
10_5,7,2,52.0,136.0,1000.0
10_5,7,3,73.0,136.0,1000.0
10_5,7,4,66.0,136.0,1000.0
10_5,7,5,84.0,136.0,1000.0
10_5,7,6,76.0,136.0,1000.0
10_5,7,8,93.0,136.0,1000.0
10_5,7,9,56.0,136.0,1000.0
10_5,7,10,85.0,136.0,1000.0
10_5,8,0,93.0,186.0,1000.0
10_5,8,1,63.0,186.0,1000.0
10_5,8,2,68.0,186.0,1000.0
10_5,8,3,50.0,186.0,1000.0
10_5,8,4,95.0,186.0,1000.0
10_5,8,5,72.0,186.0,1000.0
10_5,8,6,51.0,186.0,1000.0
10_5,8,7,66.0,186.0,1000.0
10_5,8,9,56.0,186.0,1000.0
10_5,8,10,71.0,186.0,1000.0
10_5,9,0,52.0,191.0,1000.0
10_5,9,1,65.0,191.0,1000.0
10_5,9,2,92.0,191.0,1000.0
10_5,9,3,90.0,191.0,1000.0
10_5,9,4,66.0,191.0,1000.0
10_5,9,5,66.0,191.0,1000.0
10_5,9,6,93.0,191.0,1000.0
10_5,9,7,95.0,191.0,1000.0
10_5,9,8,87.0,191.0,1000.0
10_5,9,10,61.0,191.0,1000.0
10_5,10,0,61.0,128.0,1000.0
10_5,10,1,64.0,128.0,1000.0
10_5,10,2,74.0,128.0,1000.0
10_5,10,3,53.0,128.0,1000.0
10_5,10,4,78.0,128.0,1000.0
10_5,10,5,81.0,128.0,1000.0
10_5,10,6,84.0,128.0,1000.0
10_5,10,7,60.0,128.0,1000.0
10_5,10,8,90.0,128.0,1000.0
10_5,10,9,98.0,128.0,1000.0
10_6,0,1,50.0,0.0,1000.0
10_6,0,2,60.0,0.0,1000.0
10_6,0,3,83.0,0.0,1000.0
10_6,0,4,94.0,0.0,1000.0
10_6,0,5,95.0,0.0,1000.0
10_6,0,6,76.0,0.0,1000.0
10_6,0,7,84.0,0.0,1000.0
10_6,0,8,87.0,0.0,1000.0
10_6,0,9,80.0,0.0,1000.0
10_6,0,10,89.0,0.0,1000.0
10_6,1,0,93.0,58.0,1000.0
10_6,1,2,88.0,58.0,1000.0
10_6,1,3,95.0,58.0,1000.0
10_6,1,4,93.0,58.0,1000.0
10_6,1,5,88.0,58.0,1000.0
10_6,1,6,50.0,58.0,1000.0
10_6,1,7,74.0,58.0,1000.0
10_6,1,8,86.0,58.0,1000.0
10_6,1,9,75.0,58.0,1000.0
10_6,1,10,55.0,58.0,1000.0
10_6,2,0,76.0,115.0,1000.0
10_6,2,1,81.0,115.0,1000.0
10_6,2,3,54.0,115.0,1000.0
10_6,2,4,72.0,115.0,1000.0
10_6,2,5,84.0,115.0,1000.0
10_6,2,6,53.0,115.0,1000.0
10_6,2,7,94.0,115.0,1000.0
10_6,2,8,51.0,115.0,1000.0
10_6,2,9,88.0,115.0,1000.0
10_6,2,10,62.0,115.0,1000.0
10_6,3,0,52.0,109.0,1000.0
10_6,3,1,86.0,109.0,1000.0
10_6,3,2,70.0,109.0,1000.0
10_6,3,4,77.0,109.0,1000.0
10_6,3,5,73.0,109.0,1000.0
10_6,3,6,70.0,109.0,1000.0
10_6,3,7,74.0,109.0,1000.0
10_6,3,8,97.0,109.0,1000.0
10_6,3,9,67.0,109.0,1000.0
10_6,3,10,80.0,109.0,1000.0
10_6,4,0,83.0,154.0,1000.0
10_6,4,1,73.0,154.0,1000.0
10_6,4,2,93.0,154.0,1000.0
10_6,4,3,82.0,154.0,1000.0
10_6,4,5,81.0,154.0,1000.0
10_6,4,6,88.0,154.0,1000.0
10_6,4,7,98.0,154.0,1000.0
10_6,4,8,64.0,154.0,1000.0
10_6,4,9,62.0,154.0,1000.0
10_6,4,10,83.0,154.0,1000.0
10_6,5,0,86.0,166.0,1000.0
10_6,5,1,98.0,166.0,1000.0
10_6,5,2,99.0,166.0,1000.0
10_6,5,3,88.0,166.0,1000.0
10_6,5,4,80.0,166.0,1000.0
10_6,5,6,90.0,166.0,1000.0
10_6,5,7,82.0,166.0,1000.0
10_6,5,8,76.0,166.0,1000.0
10_6,5,9,60.0,166.0,1000.0
10_6,5,10,87.0,166.0,1000.0
10_6,6,0,61.0,52.0,1000.0
10_6,6,1,76.0,52.0,1000.0
10_6,6,2,52.0,52.0,1000.0
10_6,6,3,97.0,52.0,1000.0
10_6,6,4,63.0,52.0,1000.0
10_6,6,5,82.0,52.0,1000.0
10_6,6,7,95.0,52.0,1000.0
10_6,6,8,57.0,52.0,1000.0
10_6,6,9,94.0,52.0,1000.0
10_6,6,10,52.0,52.0,1000.0
10_6,7,0,82.0,128.0,1000.0
10_6,7,1,74.0,128.0,1000.0
10_6,7,2,94.0,128.0,1000.0
10_6,7,3,74.0,128.0,1000.0
10_6,7,4,56.0,128.0,1000.0
10_6,7,5,72.0,128.0,1000.0
10_6,7,6,62.0,128.0,1000.0
10_6,7,8,93.0,128.0,1000.0
10_6,7,9,97.0,128.0,1000.0
10_6,7,10,59.0,128.0,1000.0
10_6,8,0,87.0,117.0,1000.0
10_6,8,1,82.0,117.0,1000.0
10_6,8,2,76.0,117.0,1000.0
10_6,8,3,75.0,117.0,1000.0
10_6,8,4,65.0,117.0,1000.0
10_6,8,5,86.0,117.0,1000.0
10_6,8,6,71.0,117.0,1000.0
10_6,8,7,61.0,117.0,1000.0
10_6,8,9,76.0,117.0,1000.0
10_6,8,10,56.0,117.0,1000.0
10_6,9,0,89.0,56.0,1000.0
10_6,9,1,81.0,56.0,1000.0
10_6,9,2,80.0,56.0,1000.0
10_6,9,3,79.0,56.0,1000.0
10_6,9,4,89.0,56.0,1000.0
10_6,9,5,72.0,56.0,1000.0
10_6,9,6,93.0,56.0,1000.0
10_6,9,7,52.0,56.0,1000.0
10_6,9,8,52.0,56.0,1000.0
10_6,9,10,71.0,56.0,1000.0
10_6,10,0,71.0,162.0,1000.0
10_6,10,1,96.0,162.0,1000.0
10_6,10,2,55.0,162.0,1000.0
10_6,10,3,93.0,162.0,1000.0
10_6,10,4,81.0,162.0,1000.0
10_6,10,5,95.0,162.0,1000.0
10_6,10,6,65.0,162.0,1000.0
10_6,10,7,92.0,162.0,1000.0
10_6,10,8,52.0,162.0,1000.0
10_6,10,9,80.0,162.0,1000.0
10_7,0,1,88.0,0.0,1000.0
10_7,0,2,94.0,0.0,1000.0
10_7,0,3,51.0,0.0,1000.0
